Month,Year,Region,Dengue_Cases
Apr,2010,Region.VII,4.287728
May,2010,Region.VII,4.02847
Jun,2010,Region.VII,6.042705
Jul,2010,Region.VII,5.584017
Aug,2010,Region.VII,14.578274
Sep,2010,Region.VII,15.23639
Oct,2010,Region.VII,3.829041
Nov,2010,Region.VII,4.886015
Dec,2010,Region.VII,18.945773
Jan,2011,Region.VII,4.002115
Feb,2011,Region.VII,4.590661
Mar,2011,Region.VII,7.964993
Apr,2011,Region.VII,4.610279
May,2011,Region.VII,18.244935
Jun,2011,Region.VII,13.948547
Jul,2011,Region.VII,5.296917
Aug,2011,Region.VII,3.904024
Sep,2011,Region.VII,12.830309
Oct,2011,Region.VII,5.650044
Nov,2011,Region.VII,10.122996
Dec,2011,Region.VII,8.514303
Jan,2012,Region.VII,4.882002
Feb,2012,Region.VII,31.568994
Mar,2012,Region.VII,16.556355
Apr,2012,Region.VII,7.294059
May,2012,Region.VII,6.155568
Jun,2012,Region.VII,17.443992
Jul,2012,Region.VII,6.059086
Aug,2012,Region.VII,13.951334
Sep,2012,Region.VII,26.841364
Oct,2012,Region.VII,7.911545
Nov,2012,Region.VII,42.297821
Dec,2012,Region.VII,39.75069
Jan,2013,Region.VII,10.55295
Feb,2013,Region.VII,12.792605
Mar,2013,Region.VII,45.153719
Apr,2013,Region.VII,5.750978
May,2013,Region.VII,23.459435
Jun,2013,Region.VII,65.272652
Jul,2013,Region.VII,10.837652
Aug,2013,Region.VII,53.144352
Sep,2013,Region.VII,41.054012
Oct,2013,Region.VII,14.424896
Nov,2013,Region.VII,26.477275
Dec,2013,Region.VII,94.369185
Jan,2014,Region.VII,4.462783
Feb,2014,Region.VII,23.434277
Mar,2014,Region.VII,77.697234
Apr,2014,Region.VII,11.48373
May,2014,Region.VII,42.144354
Jun,2014,Region.VII,33.741625
Jul,2014,Region.VII,16.114567
Aug,2014,Region.VII,41.192045
Sep,2014,Region.VII,68.09945
Oct,2014,Region.VII,4.630837
Nov,2014,Region.VII,16.973513
Dec,2014,Region.VII,34.413843
Jan,2015,Region.VII,8.489907
Feb,2015,Region.VII,41.493959
Mar,2015,Region.VII,19.7179
Apr,2015,Region.VII,14.370361
May,2015,Region.VII,57.775468
Jun,2015,Region.VII,75.986501
Jul,2015,Region.VII,1.819266
Aug,2015,Region.VII,11.613898
Sep,2015,Region.VII,17.788376
Oct,2015,Region.VII,8.875811
Nov,2015,Region.VII,46.731239
Dec,2015,Region.VII,13.690434
Jan,2016,Region.VII,16.499137
Feb,2016,Region.VII,49.82305
Mar,2016,Region.VII,72.835004
Apr,2016,Region.VII,0.018091
May,2016,Region.VII,8.937032
Jun,2016,Region.VII,8.539027
Jul,2016,Region.VII,7.363101
Aug,2016,Region.VII,34.680751
Sep,2016,Region.VII,10.293869
Oct,2016,Region.VII,9.389311
Nov,2016,Region.VII,32.093715
Dec,2016,Region.VII,54.562934
Jan,2008,Region.VIII,2.609934
Feb,2008,Region.VIII,1.221022
Mar,2008,Region.VIII,9.752912
Apr,2008,Region.VIII,2.777825
May,2008,Region.VIII,0.702088
Jun,2008,Region.VIII,8.63873
Jul,2008,Region.VIII,11.00446
Aug,2008,Region.VIII,2.304679
Sep,2008,Region.VIII,7.387183
Oct,2008,Region.VIII,1.633117
Nov,2008,Region.VIII,1.007343
Dec,2008,Region.VIII,9.569759
Jan,2009,Region.VIII,1.757299
Feb,2009,Region.VIII,0.660864
Mar,2009,Region.VIII,7.840256
Apr,2009,Region.VIII,8.771474
May,2009,Region.VIII,2.403144
Jun,2009,Region.VIII,5.752525
Jul,2009,Region.VIII,1.6822
Aug,2009,Region.VIII,0.525688
Sep,2009,Region.VIII,9.462378
Oct,2009,Region.VIII,1.486945
Nov,2009,Region.VIII,0.540707
Dec,2009,Region.VIII,5.54225
Jan,2010,Region.VIII,8.88179
Feb,2010,Region.VIII,1.965521
Mar,2010,Region.VIII,4.403949
Apr,2010,Region.VIII,0.871923
May,2010,Region.VIII,0.280789
Jun,2010,Region.VIII,5.275872
Jul,2010,Region.VIII,0.827588
Aug,2010,Region.VIII,0.798031
Sep,2010,Region.VIII,3.000006
Oct,2010,Region.VIII,5.896563
Nov,2010,Region.VIII,1.004928
Dec,2010,Region.VIII,3.783258
Jan,2011,Region.VIII,0.872264
Feb,2011,Region.VIII,0.610585
Mar,2011,Region.VIII,10.19095
Apr,2011,Region.VIII,0.872264
May,2011,Region.VIII,0.95949
Jun,2011,Region.VIII,3.736197
Jul,2011,Region.VIII,7.268866
Aug,2011,Region.VIII,0.63966
Sep,2011,Region.VIII,4.724763
Oct,2011,Region.VIII,1.788141
Nov,2011,Region.VIII,0.785038
Dec,2011,Region.VIII,16.543939
Jan,2012,Region.VIII,0.61487
Feb,2012,Region.VIII,1.687317
Mar,2012,Region.VIII,5.305041
Apr,2012,Region.VIII,6.734971
May,2012,Region.VIII,0.872257
Jun,2012,Region.VIII,6.74927
Jul,2012,Region.VIII,2.359385
Aug,2012,Region.VIII,0.672067
Sep,2012,Region.VIII,29.985633
Oct,2012,Region.VIII,0.443278
Nov,2012,Region.VIII,1.658719
Dec,2012,Region.VIII,7.807418
Jan,2013,Region.VIII,9.296895
Feb,2013,Region.VIII,2.503551
Mar,2013,Region.VIII,12.152068
Apr,2013,Region.VIII,0.829829
May,2013,Region.VIII,0.956413
Jun,2013,Region.VIII,36.217101
Jul,2013,Region.VIII,1.589333
Aug,2013,Region.VIII,3.375574
Sep,2013,Region.VIII,6.160423
Oct,2013,Region.VIII,8.171703
Nov,2013,Region.VIII,2.306643
Dec,2013,Region.VIII,12.644339
Jan,2014,Region.VIII,0.968597
Feb,2014,Region.VIII,1.90952
Mar,2014,Region.VIII,27.148397
Apr,2014,Region.VIII,0.982434
May,2014,Region.VIII,3.68067
Jun,2014,Region.VIII,1.923357
Jul,2014,Region.VIII,4.068108
Aug,2014,Region.VIII,2.130914
Sep,2014,Region.VIII,7.984009
Oct,2014,Region.VIII,0.193719
Nov,2014,Region.VIII,2.698235
Dec,2014,Region.VIII,9.796669
Jan,2015,Region.VIII,0.599171
Feb,2015,Region.VIII,4.030788
Mar,2015,Region.VIII,2.042629
Apr,2015,Region.VIII,2.560095
May,2015,Region.VIII,4.275903
Jun,2015,Region.VIII,5.024867
Jul,2015,Region.VIII,0
Aug,2015,Region.VIII,2.137952
Sep,2015,Region.VIII,5.596803
Oct,2015,Region.VIII,0.531084
Nov,2015,Region.VIII,3.772055
Dec,2015,Region.VIII,0.544701
Jan,2016,Region.VIII,2.547166
Feb,2016,Region.VIII,5.737827
Mar,2016,Region.VIII,4.12909
Apr,2016,Region.VIII,0
May,2016,Region.VIII,2.681228
Jun,2016,Region.VIII,2.372886
Jul,2016,Region.VIII,0.160874
Aug,2016,Region.VIII,1.474675
Sep,2016,Region.VIII,1.997515
Oct,2016,Region.VIII,0.656901
Nov,2016,Region.VIII,2.091357
Dec,2016,Region.VIII,2.667821
Jan,2008,Region.IX,3.925287
Feb,2008,Region.IX,2.243021
Mar,2008,Region.IX,5.067566
Apr,2008,Region.IX,2.222252
May,2008,Region.IX,6.189076
Jun,2008,Region.IX,12.461227
Jul,2008,Region.IX,8.286716
Aug,2008,Region.IX,9.948213
Sep,2008,Region.IX,12.668915
Oct,2008,Region.IX,4.984491
Nov,2008,Region.IX,1.536885
Dec,2008,Region.IX,4.589885
Jan,2009,Region.IX,2.391232
Feb,2009,Region.IX,4.864216
Mar,2009,Region.IX,12.916741
Apr,2009,Region.IX,6.110927
May,2009,Region.IX,9.176609
Jun,2009,Region.IX,9.197047
Jul,2009,Region.IX,5.804358
Aug,2009,Region.IX,2.186853
Sep,2009,Region.IX,5.272973
Oct,2009,Region.IX,2.6978
Nov,2009,Region.IX,6.151802
Dec,2009,Region.IX,14.837902
Jan,2010,Region.IX,4.946947
Feb,2010,Region.IX,8.345459
Mar,2010,Region.IX,8.606883
Apr,2010,Region.IX,5.127933
May,2010,Region.IX,2.091392
Jun,2010,Region.IX,3.981689
Jul,2010,Region.IX,2.091392
Aug,2010,Region.IX,7.038339
Sep,2010,Region.IX,12.447806
Oct,2010,Region.IX,6.656258
Nov,2010,Region.IX,5.650781
Dec,2010,Region.IX,6.515491
Jan,2011,Region.IX,5.677467
Feb,2011,Region.IX,2.927753
Mar,2011,Region.IX,5.934635
Apr,2011,Region.IX,2.176033
May,2011,Region.IX,11.69123
Jun,2011,Region.IX,14.440945
Jul,2011,Region.IX,11.354934
Aug,2011,Region.IX,9.020645
Sep,2011,Region.IX,8.644785
Oct,2011,Region.IX,4.272937
Nov,2011,Region.IX,4.174026
Dec,2011,Region.IX,15.33114
Jan,2012,Region.IX,1.965225
Feb,2012,Region.IX,13.386878
Mar,2012,Region.IX,15.682884
Apr,2012,Region.IX,17.628651
May,2012,Region.IX,16.402817
Jun,2012,Region.IX,13.503624
Jul,2012,Region.IX,4.202857
Aug,2012,Region.IX,4.027738
Sep,2012,Region.IX,19.068518
Oct,2012,Region.IX,3.015939
Nov,2012,Region.IX,11.460569
Dec,2012,Region.IX,12.161045
Jan,2013,Region.IX,20.516691
Feb,2013,Region.IX,21.511904
Mar,2013,Region.IX,17.818134
Apr,2013,Region.IX,2.698557
May,2013,Region.IX,2.985638
Jun,2013,Region.IX,18.047799
Jul,2013,Region.IX,4.612428
Aug,2013,Region.IX,9.875572
Sep,2013,Region.IX,7.598066
Oct,2013,Region.IX,17.741579
Nov,2013,Region.IX,15.540628
Dec,2013,Region.IX,21.205685
Jan,2014,Region.IX,1.995847
Feb,2014,Region.IX,1.788731
Mar,2014,Region.IX,11.108958
Apr,2014,Region.IX,4.029351
May,2014,Region.IX,7.249066
Jun,2014,Region.IX,4.142323
Jul,2014,Region.IX,11.429047
Aug,2014,Region.IX,13.048319
Sep,2014,Region.IX,13.443722
Oct,2014,Region.IX,1.186211
Nov,2014,Region.IX,2.221792
Dec,2014,Region.IX,4.895473
Jan,2015,Region.IX,2.353304
Feb,2015,Region.IX,9.227916
Mar,2015,Region.IX,3.650401
Apr,2015,Region.IX,11.840639
May,2015,Region.IX,11.155031
Jun,2015,Region.IX,11.062381
Jul,2015,Region.IX,1.408276
Aug,2015,Region.IX,2.538603
Sep,2015,Region.IX,2.038295
Oct,2015,Region.IX,2.316244
Nov,2015,Region.IX,11.080911
Dec,2015,Region.IX,3.76158
Jan,2016,Region.IX,8.975216
Feb,2016,Region.IX,9.175882
Mar,2016,Region.IX,10.288663
Apr,2016,Region.IX,1.824231
May,2016,Region.IX,3.009981
Jun,2016,Region.IX,0.693208
Jul,2016,Region.IX,1.076296
Aug,2016,Region.IX,8.13607
Sep,2016,Region.IX,3.721431
Oct,2016,Region.IX,4.797727
Nov,2016,Region.IX,5.928751
Dec,2016,Region.IX,7.771224
Jan,2008,Region.X,4.66066
Feb,2008,Region.X,2.458154
Mar,2008,Region.X,10.068598
Apr,2008,Region.X,5.624256
May,2008,Region.X,3.323424
Jun,2008,Region.X,12.546417
Jul,2008,Region.X,7.433457
Aug,2008,Region.X,17.502056
Sep,2008,Region.X,29.281529
Oct,2008,Region.X,2.851458
Nov,2008,Region.X,2.359828
Dec,2008,Region.X,8.49538
Jan,2009,Region.X,3.367244
Feb,2009,Region.X,3.347892
Mar,2009,Region.X,10.353307
Apr,2009,Region.X,6.192632
May,2009,Region.X,14.68815
Jun,2009,Region.X,23.648115
Jul,2009,Region.X,1.56751
Aug,2009,Region.X,3.13502
Sep,2009,Region.X,7.431159
Oct,2009,Region.X,2.573813
Nov,2009,Region.X,5.225033
Dec,2009,Region.X,7.121527
Jan,2010,Region.X,9.387252
Feb,2010,Region.X,11.158073
Mar,2010,Region.X,19.40286
Apr,2010,Region.X,1.142465
May,2010,Region.X,1.447122
Jun,2010,Region.X,4.893558
Jul,2010,Region.X,1.827944
Aug,2010,Region.X,5.388626
Sep,2010,Region.X,5.331502
Oct,2010,Region.X,7.464103
Nov,2010,Region.X,8.016295
Dec,2010,Region.X,15.175741
Jan,2011,Region.X,1.217518
Feb,2011,Region.X,1.367367
Mar,2011,Region.X,8.241664
Apr,2011,Region.X,2.65981
May,2011,Region.X,7.623539
Jun,2011,Region.X,7.848311
Jul,2011,Region.X,10.021114
Aug,2011,Region.X,7.82958
Sep,2011,Region.X,13.467627
Oct,2011,Region.X,1.741988
Nov,2011,Region.X,2.472499
Dec,2011,Region.X,17.363687
Jan,2012,Region.X,2.892544
Feb,2012,Region.X,10.925341
Mar,2012,Region.X,7.590625
Apr,2012,Region.X,20.671557
May,2012,Region.X,12.233435
Jun,2012,Region.X,21.50063
Jul,2012,Region.X,1.805537
Aug,2012,Region.X,5.324492
Sep,2012,Region.X,28.041095
Oct,2012,Region.X,2.855696
Nov,2012,Region.X,16.673582
Dec,2012,Region.X,9.746215
Jan,2013,Region.X,27.110255
Feb,2013,Region.X,19.4266
Mar,2013,Region.X,42.586297
Apr,2013,Region.X,1.630965
May,2013,Region.X,6.831929
Jun,2013,Region.X,22.181118
Jul,2013,Region.X,4.711675
Aug,2013,Region.X,28.233809
Sep,2013,Region.X,6.922538
Oct,2013,Region.X,29.33924
Nov,2013,Region.X,18.611118
Dec,2013,Region.X,58.098582
Jan,2014,Region.X,1.247983
Feb,2014,Region.X,4.902792
Mar,2014,Region.X,14.940144
Apr,2014,Region.X,4.849307
May,2014,Region.X,16.241612
Jun,2014,Region.X,12.283722
Jul,2014,Region.X,28.650133
Aug,2014,Region.X,19.111974
Sep,2014,Region.X,41.967899
Oct,2014,Region.X,1.158842
Nov,2014,Region.X,2.192885
Dec,2014,Region.X,8.646742
Jan,2015,Region.X,2.351086
Feb,2015,Region.X,7.649803
Mar,2015,Region.X,7.491894
Apr,2015,Region.X,27.581401
May,2015,Region.X,19.528053
Jun,2015,Region.X,26.686584
Jul,2015,Region.X,0.929907
Aug,2015,Region.X,6.175988
Sep,2015,Region.X,5.01799
Oct,2015,Region.X,2.000178
Nov,2015,Region.X,9.228891
Dec,2015,Region.X,5.403989
Jan,2016,Region.X,25.356848
Feb,2016,Region.X,20.4513
Mar,2016,Region.X,19.743105
Apr,2016,Region.X,0.276369
May,2016,Region.X,2.331863
Jun,2016,Region.X,1.848217
Jul,2016,Region.X,1.330025
Aug,2016,Region.X,5.510105
Sep,2016,Region.X,6.460124
Oct,2016,Region.X,12.954793
Nov,2016,Region.X,18.948544
Dec,2016,Region.X,15.442113
Jan,2008,Region.XI,3.95752
Feb,2008,Region.XI,5.597063
Mar,2008,Region.XI,9.40382
Apr,2008,Region.XI,4.975168
May,2008,Region.XI,8.913842
Jun,2008,Region.XI,13.775937
Jul,2008,Region.XI,10.21417
Aug,2008,Region.XI,8.065802
Sep,2008,Region.XI,15.3401
Oct,2008,Region.XI,3.655994
Nov,2008,Region.XI,4.183664
Dec,2008,Region.XI,8.574626
Jan,2009,Region.XI,3.801753
Feb,2009,Region.XI,8.77185
Mar,2009,Region.XI,25.610835
Apr,2009,Region.XI,7.677687
May,2009,Region.XI,6.806066
Jun,2009,Region.XI,13.389589
Jul,2009,Region.XI,3.041403
Aug,2009,Region.XI,4.821736
Sep,2009,Region.XI,7.4366
Oct,2009,Region.XI,4.376652
Nov,2009,Region.XI,9.532201
Dec,2009,Region.XI,24.071589
Jan,2010,Region.XI,5.912095
Feb,2010,Region.XI,3.503464
Mar,2010,Region.XI,11.550482
Apr,2010,Region.XI,3.612947
May,2010,Region.XI,4.926746
Jun,2010,Region.XI,4.762521
Jul,2010,Region.XI,4.470566
Aug,2010,Region.XI,10.236683
Sep,2010,Region.XI,14.652507
Oct,2010,Region.XI,5.127465
Nov,2010,Region.XI,3.320992
Dec,2010,Region.XI,10.692863
Jan,2011,Region.XI,3.877223
Feb,2011,Region.XI,4.613177
Mar,2011,Region.XI,8.54425
Apr,2011,Region.XI,4.308025
May,2011,Region.XI,16.926949
Jun,2011,Region.XI,14.324184
Jul,2011,Region.XI,8.292949
Aug,2011,Region.XI,3.661821
Sep,2011,Region.XI,10.15976
Oct,2011,Region.XI,5.420932
Nov,2011,Region.XI,8.149348
Dec,2011,Region.XI,21.414475
Jan,2012,Region.XI,5.596859
Feb,2012,Region.XI,25.247661
Mar,2012,Region.XI,14.689548
Apr,2012,Region.XI,16.808233
May,2012,Region.XI,6.091219
Jun,2012,Region.XI,21.010291
Jul,2012,Region.XI,7.256496
Aug,2012,Region.XI,6.232465
Sep,2012,Region.XI,39.230981
Oct,2012,Region.XI,9.904852
Nov,2012,Region.XI,24.082384
Dec,2012,Region.XI,22.228535
Jan,2013,Region.XI,26.292546
Feb,2013,Region.XI,9.829314
Mar,2013,Region.XI,37.406965
Apr,2013,Region.XI,6.199762
May,2013,Region.XI,6.824948
Jun,2013,Region.XI,30.877244
Jul,2013,Region.XI,9.759849
Aug,2013,Region.XI,20.318546
Sep,2013,Region.XI,19.69336
Oct,2013,Region.XI,24.104395
Nov,2013,Region.XI,8.787337
Dec,2013,Region.XI,37.910587
Jan,2014,Region.XI,5.689311
Feb,2014,Region.XI,7.790769
Mar,2014,Region.XI,18.17846
Apr,2014,Region.XI,7.466153
May,2014,Region.XI,15.068987
Jun,2014,Region.XI,17.221699
Jul,2014,Region.XI,15.974493
Aug,2014,Region.XI,8.029959
Sep,2014,Region.XI,18.127205
Oct,2014,Region.XI,5.330526
Nov,2014,Region.XI,7.141538
Dec,2014,Region.XI,7.978704
Jan,2015,Region.XI,6.624678
Feb,2015,Region.XI,15.233396
Mar,2015,Region.XI,10.458248
Apr,2015,Region.XI,12.257335
May,2015,Region.XI,7.801651
Jun,2015,Region.XI,14.409515
Jul,2015,Region.XI,4.90966
Aug,2015,Region.XI,4.707893
Sep,2015,Region.XI,4.052151
Oct,2015,Region.XI,6.2884
Nov,2015,Region.XI,11.685663
Dec,2015,Region.XI,7.162723
Jan,2016,Region.XI,9.683444
Feb,2016,Region.XI,9.20341
Mar,2016,Region.XI,13.391293
Apr,2016,Region.XI,2.996074
May,2016,Region.XI,8.590953
Jun,2016,Region.XI,1.787713
Jul,2016,Region.XI,5.677643
Aug,2016,Region.XI,11.520816
Sep,2016,Region.XI,9.83242
Oct,2016,Region.XI,7.20051
Nov,2016,Region.XI,12.8616
Dec,2016,Region.XI,11.553921
Jan,2008,Region.XII,3.083831
Feb,2008,Region.XII,4.524305
Mar,2008,Region.XII,10.732544
Apr,2008,Region.XII,5.132956
May,2008,Region.XII,3.205561
Jun,2008,Region.XII,14.790216
Jul,2008,Region.XII,11.381771
Aug,2008,Region.XII,9.089186
Sep,2008,Region.XII,25.218435
Oct,2008,Region.XII,3.205561
Nov,2008,Region.XII,4.037384
Dec,2008,Region.XII,10.022451
Jan,2009,Region.XII,4.132792
Feb,2009,Region.XII,3.913175
Mar,2009,Region.XII,17.289847
Apr,2009,Region.XII,8.844575
May,2009,Region.XII,10.641441
Jun,2009,Region.XII,19.066748
Jul,2009,Region.XII,3.493907
Aug,2009,Region.XII,5.051191
Sep,2009,Region.XII,12.039004
Oct,2009,Region.XII,3.633663
Nov,2009,Region.XII,5.250843
Dec,2009,Region.XII,21.0433
Jan,2010,Region.XII,11.000884
Feb,2010,Region.XII,11.550928
Mar,2010,Region.XII,15.165504
Apr,2010,Region.XII,2.376977
May,2010,Region.XII,4.989687
Jun,2010,Region.XII,9.802573
Jul,2010,Region.XII,3.418132
Aug,2010,Region.XII,6.659464
Sep,2010,Region.XII,19.349769
Oct,2010,Region.XII,9.115018
Nov,2010,Region.XII,8.800707
Dec,2010,Region.XII,12.788528
Jan,2011,Region.XII,2.570169
Feb,2011,Region.XII,5.797375
Mar,2011,Region.XII,14.763981
Apr,2011,Region.XII,5.005067
May,2011,Region.XII,11.246907
Jun,2011,Region.XII,24.967361
Jul,2011,Region.XII,13.063418
Aug,2011,Region.XII,9.913511
Sep,2011,Region.XII,14.203568
Oct,2011,Region.XII,3.343153
Nov,2011,Region.XII,9.159852
Dec,2011,Region.XII,27.035091
Jan,2012,Region.XII,6.918781
Feb,2012,Region.XII,11.11947
Mar,2012,Region.XII,31.248563
Apr,2012,Region.XII,15.928404
May,2012,Region.XII,15.814358
Jun,2012,Region.XII,28.188332
Jul,2012,Region.XII,2.318932
Aug,2012,Region.XII,8.819546
Sep,2012,Region.XII,40.600322
Oct,2012,Region.XII,6.253514
Nov,2012,Region.XII,9.579851
Dec,2012,Region.XII,42.196964
Jan,2013,Region.XII,16.377741
Feb,2013,Region.XII,24.604004
Mar,2013,Region.XII,56.518163
Apr,2013,Region.XII,0.953499
May,2013,Region.XII,6.543618
Jun,2013,Region.XII,35.859027
Jul,2013,Region.XII,6.824059
Aug,2013,Region.XII,7.927126
Sep,2013,Region.XII,27.913205
Oct,2013,Region.XII,17.088191
Nov,2013,Region.XII,23.089623
Dec,2013,Region.XII,52.909825
Jan,2014,Region.XII,0.202326
Feb,2014,Region.XII,5.150112
Mar,2014,Region.XII,17.400021
Apr,2014,Region.XII,4.837427
May,2014,Region.XII,7.265337
Jun,2014,Region.XII,20.545268
Jul,2014,Region.XII,10.999168
Aug,2014,Region.XII,16.075707
Sep,2014,Region.XII,41.881446
Oct,2014,Region.XII,0.073573
Nov,2014,Region.XII,3.549899
Dec,2014,Region.XII,6.180134
Jan,2015,Region.XII,2.75141
Feb,2015,Region.XII,7.946507
Mar,2015,Region.XII,11.114249
Apr,2015,Region.XII,9.55753
May,2015,Region.XII,16.88859
Jun,2015,Region.XII,35.279594
Jul,2015,Region.XII,0.072406
Aug,2015,Region.XII,2.35318
Sep,2015,Region.XII,3.52977
Oct,2015,Region.XII,1.737733
Nov,2015,Region.XII,6.082064
Dec,2015,Region.XII,8.923981
Jan,2016,Region.XII,8.357762
Feb,2016,Region.XII,15.325534
Mar,2016,Region.XII,32.540029
Apr,2016,Region.XII,0.01782
May,2016,Region.XII,2.174087
Jun,2016,Region.XII,2.102806
Jul,2016,Region.XII,1.621655
Aug,2016,Region.XII,6.272777
Sep,2016,Region.XII,9.925956
Oct,2016,Region.XII,5.702524
Nov,2016,Region.XII,17.927311
Dec,2016,Region.XII,26.445456
Jan,2008,ARMM,0.682832
Feb,2008,ARMM,0.707219
Mar,2008,ARMM,1.390052
Apr,2008,ARMM,0.999862
May,2008,ARMM,0.804767
Jun,2008,ARMM,0.85354
Jul,2008,ARMM,1.121796
Aug,2008,ARMM,1.999723
Sep,2008,ARMM,3.170293
Oct,2008,ARMM,0.829154
Nov,2008,ARMM,0.585285
Dec,2008,ARMM,1.365665
Jan,2009,ARMM,0.839944
Feb,2009,ARMM,0.911939
Mar,2009,ARMM,0.59996
Apr,2009,ARMM,1.439904
May,2009,ARMM,2.159856
Jun,2009,ARMM,2.615826
Jul,2009,ARMM,0.45597
Aug,2009,ARMM,0.479968
Sep,2009,ARMM,1.79988
Oct,2009,ARMM,0.623958
Nov,2009,ARMM,0.551963
Dec,2009,ARMM,0.575962
Jan,2010,ARMM,0.920902
Feb,2010,ARMM,2.077932
Mar,2010,ARMM,2.621028
Apr,2010,ARMM,0.708386
May,2010,ARMM,0.306967
Jun,2010,ARMM,1.416772
Jul,2010,ARMM,0.425032
Aug,2010,ARMM,1.180643
Sep,2010,ARMM,1.015353
Oct,2010,ARMM,1.416772
Nov,2010,ARMM,1.723739
Dec,2010,ARMM,3.046059
Jan,2011,ARMM,0.882679
Feb,2011,ARMM,0.696852
Mar,2011,ARMM,2.717723
Apr,2011,ARMM,0.58071
May,2011,ARMM,1.509846
Jun,2011,ARMM,1.254334
Jul,2011,ARMM,2.485439
Aug,2011,ARMM,1.509846
Sep,2011,ARMM,3.553945
Oct,2011,ARMM,0.650395
Nov,2011,ARMM,1.207877
Dec,2011,ARMM,4.413396
Jan,2012,ARMM,0.548338
Feb,2012,ARMM,2.239049
Mar,2012,ARMM,1.233761
Apr,2012,ARMM,3.609895
May,2012,ARMM,2.513218
Jun,2012,ARMM,7.539653
Jul,2012,ARMM,0.845355
Aug,2012,ARMM,1.622168
Sep,2012,ARMM,4.912198
Oct,2012,ARMM,0.479796
Nov,2012,ARMM,3.678437
Dec,2012,ARMM,1.005287
Jan,2013,ARMM,4.96651
Feb,2013,ARMM,3.393407
Mar,2013,ARMM,9.416143
Apr,2013,ARMM,0.314621
May,2013,ARMM,0.809024
Jun,2013,ARMM,1.056226
Jul,2013,ARMM,0.651714
Aug,2013,ARMM,6.247465
Sep,2013,ARMM,0.741606
Oct,2013,ARMM,5.595751
Nov,2013,ARMM,2.022561
Dec,2013,ARMM,7.955405
Jan,2014,ARMM,0.397961
Feb,2014,ARMM,1.2381
Mar,2014,ARMM,0.729595
Apr,2014,ARMM,0.176871
May,2014,ARMM,5.858868
Jun,2014,ARMM,0.464288
Jul,2014,ARMM,3.869064
Aug,2014,ARMM,1.835042
Sep,2014,ARMM,5.549343
Oct,2014,ARMM,0.110545
Nov,2014,ARMM,0.729595
Dec,2014,ARMM,0.795922
Jan,2015,ARMM,0.413404
Feb,2015,ARMM,3.698876
Mar,2015,ARMM,0.369888
Apr,2015,ARMM,2.502181
May,2015,ARMM,2.045261
Jun,2015,ARMM,3.720634
Jul,2015,ARMM,0.065274
Aug,2015,ARMM,0.674501
Sep,2015,ARMM,0.56571
Oct,2015,ARMM,0.413404
Nov,2015,ARMM,3.698876
Dec,2015,ARMM,0.522194
Jan,2016,ARMM,3.491515
Feb,2016,ARMM,1.90641
Mar,2016,ARMM,4.155545
Apr,2016,ARMM,0.192783
May,2016,ARMM,0.235624
Jun,2016,ARMM,0.385566
Jul,2016,ARMM,0.299885
Aug,2016,ARMM,2.313396
Sep,2016,ARMM,0.535508
Oct,2016,ARMM,2.313396
Nov,2016,ARMM,2.270556
Dec,2016,ARMM,3.427254
Jan,2008,CAR,2.998891
Feb,2008,CAR,3.427304
Mar,2008,CAR,4.391233
Apr,2008,CAR,6.640401
May,2008,CAR,11.888461
Jun,2008,CAR,12.477528
Jul,2008,CAR,10.817428
Aug,2008,CAR,10.335463
Sep,2008,CAR,31.64901
Oct,2008,CAR,2.62403
Nov,2008,CAR,1.98141
Dec,2008,CAR,4.819646
Jan,2009,CAR,5.902239
Feb,2009,CAR,6.060335
Mar,2009,CAR,9.485741
Apr,2009,CAR,7.588593
May,2009,CAR,6.745416
Jun,2009,CAR,17.97021
Jul,2009,CAR,2.793024
Aug,2009,CAR,2.002545
Sep,2009,CAR,4.690172
Oct,2009,CAR,4.584775
Nov,2009,CAR,4.742871
Dec,2009,CAR,6.165732
Jan,2010,CAR,4.511119
Feb,2010,CAR,4.718527
Mar,2010,CAR,11.614835
Apr,2010,CAR,1.296299
May,2010,CAR,2.177782
Jun,2010,CAR,3.422228
Jul,2010,CAR,3.525932
Aug,2010,CAR,4.303711
Sep,2010,CAR,7.46668
Oct,2010,CAR,3.525932
Nov,2010,CAR,5.392602
Dec,2010,CAR,13.481505
Jan,2011,CAR,1.428216
Feb,2011,CAR,2.193331
Mar,2011,CAR,8.722318
Apr,2011,CAR,3.468524
May,2011,CAR,9.232395
Jun,2011,CAR,17.342621
Jul,2011,CAR,7.498133
Aug,2011,CAR,8.518287
Sep,2011,CAR,26.473001
Oct,2011,CAR,4.23364
Nov,2011,CAR,8.263249
Dec,2011,CAR,27.544162
Jan,2012,CAR,16.857501
Feb,2012,CAR,32.661408
Mar,2012,CAR,79.471076
Apr,2012,CAR,7.124301
May,2012,CAR,41.842726
Jun,2012,CAR,80.123301
Jul,2012,CAR,6.62259
Aug,2012,CAR,16.405961
Sep,2012,CAR,67.480175
Oct,2012,CAR,39.83588
Nov,2012,CAR,65.573672
Dec,2012,CAR,106.21229
Jan,2013,CAR,15.59418
Feb,2013,CAR,80.586381
Mar,2013,CAR,124.161258
Apr,2013,CAR,5.724446
May,2013,CAR,23.095178
Jun,2013,CAR,107.826847
Jul,2013,CAR,74.023007
Aug,2013,CAR,66.916799
Sep,2013,CAR,83.053814
